"NORDEN"	"IDHOGAR"	"TMUNI"	"NHOGAR"	"EHOGAR"	"SEXO"	"EDAD"	"NACIONALIDAD"	"ESTUDIANTE"	"REGLADO"	"NOREGLADO"	"NEST"	"NEST2"	"C01"	"C03"	"C04"	"MCL"	"C08"	"C09A"	"C10"	"C11A"	"C12"	"C13A"	"C14"	"C15A"	"C16"	"C17A"	"C18"	"C19A"	"C20"	"C21A"	"C22"	"C23A"	"C24"	"C25A"	"C26"	"C27A"	"C28A"	"C29A"	"C31A"	"C33A"	"C34A"	"DLIB"	"LIB"	"D42"	"D43"	"D44"	"D45"	"D47"	"D48"	"D50"	"D51"	"D53"	"D54"	"D56"	"D57"	"GTT"	"GTS"	"GTSR"	"GTSNR"	"GTB"	"E59"	"E60R1"	"E60R2"	"E60R3"	"E60R4"	"E60R5"	"E60R6"	"E61R1"	"E61R2"	"E61R3"	"E61R4"	"E61R5"	"E61R6"	"E61R7"	"E62R1"	"E62R2"	"E62R3"	"E62R4"	"FACTOR"
"0042790"	"2327"	"1"	" 4"	" 3"	"2"	"011"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	45	"1"	430	"1"	15	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	100	"2"	NA	"2"	NA	"1"	30	"2"	NA	"2"	NA	"2"	NA	620	490	490	NA	130	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	700.150843
"0063245"	"2328"	"2"	" 4"	" 3"	"2"	"043"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	929.281559
"0063258"	"2328"	"2"	" 4"	" 3"	"2"	"014"	"1"	"1"	"1"	"1"	"3"	"04"	"2"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	" "	NA	"1"	180	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	180	NA	180	180	648	NA	"1"	420	"1"	40	"1"	100	"1"	50	"1"	150	"2"	NA	"2"	NA	2128	1368	360	1008	760	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	929.281559
"0063261"	"2328"	"2"	" 4"	" 3"	"2"	"011"	"1"	"1"	"1"	"0"	"2"	"03"	"2"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	120	"2"	NA	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	300	"1"	25	"1"	100	"1"	60	"2"	NA	"2"	NA	"1"	20	625	120	120	NA	505	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	929.281559
"0063277"	"2328"	"2"	" 4"	" 3"	"1"	"007"	"1"	"1"	"1"	"0"	"2"	"03"	"2"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"1"	1200	"2"	NA	"1"	120	"2"	NA	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	150	"1"	25	"1"	100	"1"	60	"2"	NA	"2"	NA	"2"	NA	1655	1320	1320	NA	335	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	929.281559
"0063283"	"2329"	"2"	" 4"	" 2"	"1"	"045"	"2"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1152.383358
"0063296"	"2329"	"2"	" 4"	" 2"	"2"	"039"	"2"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1152.383358
"0063300"	"2329"	"2"	" 4"	" 2"	"1"	"017"	"2"	"1"	"1"	"0"	"3"	"06"	"1"	"1"	" "	25	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	6	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"2"	NA	"2"	NA	"2"	NA	"1"	50	"2"	NA	"2"	NA	"2"	NA	81	31	31	NA	50	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"1"	" "	" "	" "	" "	" "	1152.383358
"0063317"	"2329"	"2"	" 4"	" 2"	"1"	"014"	"2"	"1"	"1"	"0"	"3"	"04"	"1"	"1"	" "	25	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	150	NA	NA	NA	NA	NA	"1"	50	"1"	20	"2"	NA	"1"	100	"2"	NA	"2"	NA	"2"	NA	345	175	175	NA	170	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1152.383358
"0063338"	"2330"	"2"	" 4"	" 2"	"2"	"046"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	541.321272
"0063343"	"2330"	"2"	" 4"	" 2"	"1"	"014"	"1"	"1"	"1"	"0"	"3"	"04"	"1"	"1"	" "	25	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	10	"1"	18	"2"	NA	"1"	360	NA	NA	NA	NA	NA	"1"	45	"1"	7	"1"	25	"1"	40	"2"	NA	"2"	NA	"2"	NA	530	413	413	NA	117	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	541.321272
"0063356"	"2330"	"2"	" 4"	" 2"	"2"	"009"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	120	"2"	NA	"1"	30	"1"	20	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	77	"1"	5	"2"	NA	"1"	22	"1"	45	"2"	NA	"2"	NA	319	170	170	NA	149	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	541.321272
"0063369"	"2330"	"2"	" 4"	" 2"	"1"	"046"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	541.321272
"0107885"	"2331"	"1"	" 3"	" 1"	"2"	"054"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1695.818006
"0107898"	"2331"	"1"	" 3"	" 1"	"1"	"054"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1695.818006
"0107902"	"2331"	"1"	" 3"	" 1"	"1"	"019"	"1"	"1"	"1"	"0"	"3"	"06"	"1"	"2"	" "	0	"2"	NA	"1"	0	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	20	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	30	50	20	20	NA	30	"1"	" "	" "	" "	" "	" "	" "	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1695.818006
"0096324"	"2332"	"1"	" 3"	" 1"	"1"	"050"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1872.935841
"0096330"	"2332"	"1"	" 3"	" 1"	"2"	"049"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1872.935841
"0096345"	"2332"	"1"	" 3"	" 1"	"2"	"019"	"1"	"1"	"1"	"1"	"4"	"08"	"1"	"4"	" "	1603	"1"	300	" "	NA	"1"	3960	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"1"	900	NA	91	NA	NA	NA	"1"	100	"1"	30	" "	NA	"1"	100	"1"	50	"1"	1000	"1"	400	8534	6854	6763	91	1680	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1872.935841
"0107919"	"2333"	"2"	" 4"	" 2"	"2"	"045"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1756.742167
"0107924"	"2333"	"2"	" 4"	" 2"	"2"	"012"	"1"	"1"	"1"	"0"	"3"	"06"	"2"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"1"	300	"2"	NA	"1"	50	"2"	NA	"1"	110	NA	NA	NA	NA	NA	"1"	150	"1"	30	"2"	NA	"1"	80	"1"	35	"2"	NA	"2"	NA	755	460	460	NA	295	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1756.742167
"0107930"	"2333"	"2"	" 4"	" 2"	"2"	"008"	"1"	"1"	"1"	"0"	"2"	"03"	"2"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	240	"2"	NA	"1"	25	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	40	"2"	NA	"2"	NA	"1"	160	"2"	NA	"2"	NA	"2"	NA	465	265	265	NA	200	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1756.742167
"0107945"	"2333"	"2"	" 4"	" 2"	"1"	"047"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1756.742167
"0107958"	"2334"	"2"	" 3"	" 1"	"1"	"052"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1751.303686
"0107961"	"2334"	"2"	" 3"	" 1"	"2"	"052"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1751.303686
"0107977"	"2334"	"2"	" 3"	" 1"	"1"	"019"	"1"	"1"	"1"	"0"	"3"	"06"	"1"	"2"	" "	70	"2"	NA	"1"	24	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	189	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	70	"1"	10	"1"	300	"1"	30	"2"	NA	"2"	NA	"1"	100	793	283	283	NA	510	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1751.303686
"0083330"	"2335"	"1"	" 3"	" 1"	"1"	"048"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1190.70045
"0083345"	"2335"	"1"	" 3"	" 1"	"2"	"055"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1190.70045
"0083358"	"2335"	"1"	" 3"	" 1"	"2"	"016"	"1"	"1"	"1"	"1"	"3"	"05"	"1"	"2"	" "	0	"2"	NA	"1"	330	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	100	"2"	NA	"2"	NA	"2"	NA	NA	450	NA	NA	NA	"1"	230	"1"	50	"1"	200	"1"	150	"2"	NA	"1"	600	"1"	50	2160	880	430	450	1280	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1190.70045
"0083361"	"2336"	"1"	" 3"	" 1"	"1"	"049"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1189.410209
"0083377"	"2336"	"1"	" 3"	" 1"	"2"	"055"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1189.410209
"0083383"	"2336"	"1"	" 3"	" 1"	"1"	"016"	"1"	"1"	"1"	"0"	"3"	"05"	"1"	"2"	" "	0	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	60	"2"	NA	"1"	15	"1"	600	NA	NA	NA	NA	NA	"1"	320	"2"	NA	"2"	NA	"1"	30	"1"	50	"2"	NA	"2"	NA	1075	675	675	NA	400	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1189.410209
"0083396"	"2337"	"1"	" 3"	" 1"	"2"	"054"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1306.258068
"0083400"	"2337"	"1"	" 3"	" 1"	"1"	"062"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1306.258068
"0083417"	"2337"	"1"	" 3"	" 1"	"2"	"029"	"1"	"1"	"1"	"1"	"4"	"08"	"3"	"3"	" "	500	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	60	"2"	NA	"1"	40	" "	NA	"1"	5	"2"	NA	"2"	NA	"2"	NA	605	560	500	60	45	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1306.258068
"0083422"	"2338"	"1"	" 4"	" 3"	"2"	"043"	"1"	"1"	"1"	"0"	"4"	"08"	"3"	"4"	" "	2696	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"2"	NA	"2"	NA	" "	NA	"1"	40	"2"	NA	"2"	NA	"2"	NA	2736	2696	2696	NA	40	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1746.37992
"0083438"	"2338"	"1"	" 4"	" 3"	"1"	"043"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1746.37992
"0083443"	"2338"	"1"	" 4"	" 3"	"1"	"015"	"1"	"1"	"1"	"1"	"3"	"04"	"1"	"2"	" "	0	"2"	NA	"1"	0	"2"	NA	" "	NA	"2"	NA	"1"	348	"1"	25	"2"	NA	"2"	NA	"2"	NA	NA	210	NA	NA	NA	"1"	127	"2"	NA	"1"	200	"1"	25	"2"	NA	"2"	NA	"2"	NA	935	583	373	210	352	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1746.37992
"0083456"	"2338"	"1"	" 4"	" 3"	"2"	"013"	"1"	"1"	"1"	"1"	"3"	"04"	"1"	"2"	" "	0	"2"	NA	"1"	0	"2"	NA	" "	NA	"2"	NA	"1"	348	"1"	25	"2"	NA	"2"	NA	"2"	NA	NA	210	NA	NA	NA	"1"	27	"2"	NA	"1"	150	"1"	40	"2"	NA	"2"	NA	"1"	12	812	583	373	210	229	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1746.37992
"0083469"	"2339"	"1"	" 4"	" 2"	"1"	"051"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1196.769987
"0083475"	"2339"	"1"	" 4"	" 2"	"2"	"048"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1196.769987
"0083481"	"2339"	"1"	" 4"	" 2"	"2"	"019"	"1"	"1"	"1"	"0"	"4"	"08"	"1"	"4"	" "	1300	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	600	"1"	75	" "	NA	"1"	600	"1"	200	"1"	1800	"1"	600	5175	1300	1300	NA	3875	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1196.769987
"0083494"	"2339"	"1"	" 4"	" 2"	"1"	"014"	"1"	"1"	"1"	"1"	"3"	"04"	"1"	"2"	" "	0	"2"	NA	"1"	0	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	30	"2"	NA	"2"	NA	"1"	1200	NA	600	NA	NA	NA	"1"	210	"1"	15	"1"	100	"1"	150	"1"	60	"1"	800	"1"	50	3215	1830	1230	600	1385	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1196.769987
"0083514"	"2340"	"3"	" 4"	" 4"	"1"	"043"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	720	NA	NA	NA	"1"	30	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	750	720	NA	720	30	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2291.423595
"0083529"	"2340"	"3"	" 4"	" 4"	"2"	"042"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	390	NA	NA	NA	"1"	30	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	420	390	NA	390	30	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2291.423595
"0083535"	"2340"	"3"	" 4"	" 4"	"1"	"011"	"1"	"1"	"1"	"1"	"2"	"03"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"1"	270	"2"	NA	"2"	NA	"1"	345	"1"	15	"2"	NA	"1"	390	NA	390	NA	NA	NA	"1"	90	"1"	50	"2"	NA	"1"	70	"1"	50	"2"	NA	"2"	NA	1670	1410	1020	390	260	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2291.423595
"0083540"	"2340"	"3"	" 4"	" 4"	"2"	"007"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"1"	" "	0	"1"	270	"2"	NA	"2"	NA	"1"	270	"1"	150	"2"	NA	"1"	10	"1"	50	"2"	NA	"1"	300	NA	NA	NA	NA	NA	"1"	250	"1"	40	"2"	NA	"1"	70	"1"	50	"2"	NA	"2"	NA	1460	1050	1050	NA	410	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2291.423595
